"","pos","last.week","peak","weeks.on.chart","title","artist","chart.entry.date","entry.position","overall.peak","overall.weeks.on.chart","chart.date","concurrent.count","artist.relevancy"
"24796",96,"31",31,2,"I Dreamed A Dream","GLEE CAST featuring IDINA MENZEL",40334,31,31,2,20100612,0,1
"24797",97,"64",23,3,"Jessie's Girl","GLEE CAST",40327,23,23,3,20100612,0,183
"24798",98,"101",98,1,"Sex Room","LUDACRIS featuring TREY SONGZ",40341,98,69,11,20100612,0,1
"24799",99,"101",99,1,"You And Your Heart","JACK JOHNSON",40341,99,65,2,20100612,0,2
"24800",100,"101",100,1,"Super High","RICK ROSS featuring NE-YO",40341,100,100,1,20100612,0,1
"24801",1,"1",1,8,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100605,0,1
"24802",2,"3",2,6,"Airplanes","B.O.B featuring HAYLEY WILLIAMS of PARAMORE",40299,12,2,30,20100605,0,1
"24803",3,"2",2,2,"California Gurls","KATY PERRY featuring SNOOP DOGG",40327,2,1,27,20100605,0,1
"24804",4,"5",1,13,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100605,0,1
"24805",5,"4",1,17,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100605,0,1
"24806",6,"8",6,8,"Alejandro","LADY GAGA",40285,72,6,23,20100605,0,15
"24807",7,"7",7,10,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100605,0,0
"24808",8,"101",8,1,"Can't Be Tamed","MILEY CYRUS",40334,8,8,10,20100605,0,12
"24809",9,"6",1,3,"Not Afraid","EMINEM",40320,1,1,25,20100605,0,25
"24810",10,"9",1,15,"Rude Boy","RIHANNA",40236,64,1,22,20100605,0,32
"24811",11,"10",3,34,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100605,0,13
"24812",12,"11",10,14,"Young Forever","JAY-Z & MR. HUDSON",40243,97,10,20,20100605,0,1
"24813",13,"12",2,41,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100605,0,14
"24814",14,"19",14,12,"Bulletproof","LA ROUX",40257,92,8,27,20100605,0,1
"24815",15,"13",5,24,"In My Head","JASON DERULO",40173,63,5,34,20100605,0,12
"24816",16,"18",16,8,"Billionaire","TRAVIE McCOY featuring BRUNO MARS",40285,92,4,27,20100605,0,1
"24817",17,"16",12,25,"Breakeven","THE SCRIPT",40166,96,12,43,20100605,0,6
"24818",18,"14",11,13,"My Chick Bad","LUDACRIS featuring NICKI MINAJ",40250,46,11,20,20100605,0,1
"24819",19,"15",14,11,"Over","DRAKE",40264,35,14,20,20100605,0,82
"24820",20,"20",20,3,"Find Your Love","DRAKE",40320,34,5,21,20100605,0,82
"24821",21,"24",21,4,"Rock That Body","THE BLACK EYES PEAS",40313,62,9,18,20100605,0,1
"24822",22,"17",3,26,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100605,0,1
"24823",23,"22",15,9,"Eenie Meenie","SEAN KINGSTON & JUSTIN BIEBER",40278,30,15,18,20100605,0,1
"24824",24,"26",24,33,"Haven't Met You Yet","MICHAEL BUBLE",40110,90,24,43,20100605,0,6
"24825",25,"25",1,33,"TiK ToK","KE$HA",40110,79,1,38,20100605,0,0
"24826",26,"101",26,1,"Dream On","GLEE CAST featuring NEIL PATRICK HARRIS",40334,26,26,2,20100605,0,1
"24827",27,"35",27,7,"Un-Thinkable (I'm Ready)","ALICIA KEYS",40292,88,21,20,20100605,0,7
"24828",28,"30",28,9,"The House That Built Me","MIRANDA LAMBERT",40278,98,28,20,20100605,0,13
"24829",29,"28",10,23,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100605,0,3
"24830",30,"29",28,7,"Winner","JAMIE FOXX featuring JUSTIN TIMBERLAKE & T.I.",40292,28,28,11,20100605,0,1
"24831",31,"101",31,1,"I Dreamed A Dream","GLEE CAST featuring IDINA MENZEL",40334,31,31,2,20100605,0,1
"24832",32,"27",1,23,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100605,0,6
"24833",33,"33",21,16,"I Made It (Cash Money Heroes)","KEVIN RUDOLF featuring BIRDMAN , JAY SEAN & LIL WAYNE",40229,59,21,20,20100605,0,1
"24834",34,"21",9,3,"My First Kiss","3OH!3 featuring KE$HA",40320,9,9,18,20100605,0,0
"24835",35,"34",2,30,"Bad Romance","LADY GAGA",40131,9,2,34,20100605,0,15
"24836",36,"31",9,28,"Say Aah","TREY SONGZ",40145,81,9,29,20100605,0,21
"24837",37,"32",11,25,"Carry Out","TIMBALAND featuring JUSTIN TIMBERLAKE",40166,75,11,26,20100605,0,1
"24838",38,"38",5,18,"Baby","JUSTIN BIEBER featuring LUDACRIS",40215,5,5,20,20100605,0,2
"24839",39,"40",39,14,"All I Do Is Win","DJ KHALED featuring T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS",40243,64,24,24,20100605,0,1
"24840",40,"54",40,4,"Cooler Than Me","MIKE POSNER featuring BIG SEAN",40313,85,6,29,20100605,0,1
"24841",41,"51",41,5,"Impossible","SHONTELLE",40306,88,13,20,20100605,0,1
"24842",42,"39",37,9,"If We Ever Meet Again","TIMBALAND featuring KATY PERRY",40278,96,37,17,20100605,0,1
"24843",43,"41",1,50,"I Gotta Feeling","THE BLACK EYED PEAS",39991,2,1,56,20100605,0,6
"24844",44,"36",18,33,"All The Right Moves","ONEREPUBLIC",40110,58,18,34,20100605,0,8
"24845",45,"37",24,17,"Hey Daddy (Daddy's Home)","USHER featuring PLIES",40222,80,24,19,20100605,0,1
"24846",46,"46",46,7,"This Afternoon","NICKELBACK",40292,84,34,20,20100605,0,4
"24847",47,"48",47,9,"Pray For You","JARON AND THE LONG ROAD TO LOVE",40278,87,34,20,20100605,0,1
"24848",48,"44",35,3,"Lose My MInd","YOUNG JEEZY featuring PLIES",40320,35,35,15,20100605,0,1
"24849",49,"101",49,1,"Touchin' On My","3OH!3",40334,49,49,2,20100605,0,10
"24850",50,"45",34,13,"Gimmie That Girl","JOE NICHOLS",40250,98,34,20,20100605,0,4
"24851",51,"101",51,1,"Nightmare","AVENGED SEVENFOLD",40334,51,51,2,20100605,0,3
"24852",52,"43",25,16,"American Honey","LADY ANTEBELLUM",40229,84,25,17,20100605,0,14
"24853",53,"52",48,12,"The Man I Want To Be","CHRIS YOUNG",40257,98,48,20,20100605,0,10
"24854",54,"49",40,12,"Lil Freak","USHER featuring NICKI MINAJ",40257,43,40,16,20100605,0,2
"24855",55,"58",54,9,"Rain Is A Good Thing","LUKE BRYAN",40278,91,37,20,20100605,0,16
"24856",56,"55",49,11,"Beamer, Benz, Or Bentley","LLOYD BANKS featuring JUELZ SANTANA",40264,92,49,14,20100605,0,2
"24857",57,"64",57,9,"There Goes My Baby","USHER",40278,100,25,24,20100605,0,25
"24858",58,"65",58,6,"Water","BRAD PAISLEY",40299,100,42,19,20100605,0,12
"24859",59,"73",59,3,"Undo It","CARRIE UNDERWOOD",40320,95,23,19,20100605,0,11
"24860",60,"70",60,8,"She Won't Be Lonely Long","CLAY WALKER",40285,99,53,18,20100605,0,1
"24861",61,"83",61,4,"Gettin' Over You","DAVID GUETTA & CHRIS WILLIS featuring FERGIE & LMFAO",40313,95,31,20,20100605,0,1
"24862",62,"67",62,4,"Lover, Lover","JERROD NIEMANN",40313,89,29,20,20100605,0,5
"24863",63,"63",63,9,"I Never Told You","COLBIE CAILLAT",40278,99,48,20,20100605,0,6
"24864",64,"23",23,2,"Jessie's Girl","GLEE CAST",40327,23,23,3,20100605,0,183
"24865",65,"77",65,6,"Crazy Town","JASON ALDEAN",40299,92,51,17,20100605,0,18
"24866",66,"59",43,13,"Neighbors Know My Name","TREY SONGZ",40250,88,43,20,20100605,0,21
"24867",67,"61",44,10,"I'm Back","T.I.",40271,44,44,15,20100605,0,51
"24868",68,"68",68,12,"Keep On Lovin' You","STEEL MAGNOLIA",40257,99,68,15,20100605,0,1
"24869",69,"53",32,15,"Solo","IYAZ",40236,43,32,17,20100605,0,7
"24870",70,"78",70,10,"I Gotta Get To You","GEORGE STRAIT",40271,100,70,13,20100605,0,6
"24871",71,"71",52,15,"Unstoppable","RASCAL FLATTS",40236,92,52,17,20100605,0,8
"24872",72,"85",34,8,"Hello Good Morning","DIDDY - DIRTY MONEY featuring T.I.",40285,34,27,20,20100605,0,1
"24873",73,"57",23,6,"Not Myself Tonight","CHRISTINA AGUILERA",40299,23,23,7,20100605,0,12
"24874",74,"66",56,9,"Roger That","YOUNG MONEY",40278,86,56,11,20100605,0,4
"24875",75,"62",50,12,"Ain't Back Yet","KENNY CHESNEY",40257,73,50,13,20100605,0,13
"24876",76,"69",44,15,"Everything To Me","MONICA",40236,82,44,18,20100605,0,2
"24877",77,"101",77,1,"Neutron Star Collision (Love Is Forever)","MUSE",40334,77,77,1,20100605,0,3
"24878",78,"74",23,20,"Say Something","TIMBALAND featuring DRAKE",40201,94,23,20,20100605,0,1
"24879",79,"101",79,1,"WooHoo","CHRISTINA AGUILERA featuring NICKI MINAJ",40334,79,79,1,20100605,0,2
"24880",80,"98",80,2,"Somebody To Love","JUSTIN BIEBER",40327,98,15,17,20100605,0,41
"24881",81,"101",81,1,"Safety Dance","GLEE CAST",40334,81,81,1,20100605,0,183
"24882",82,"89",82,2,"I Like It","ENRIQUE IGLESIAS featuring PITBULL",40327,89,4,38,20100605,0,2
"24883",83,"87",82,9,"Wrong Baby Wrong","MARTINA McBRIDE",40278,95,74,15,20100605,0,3
"24884",84,"101",84,1,"Ridin' Solo","JASON DERULO",40334,84,9,21,20100605,0,12
"24885",85,"91",79,5,"Ride","CIARA featuring LUDACRIS",40306,93,42,20,20100605,0,1
"24886",86,"101",86,1,"Bad Romance","GLEE CAST",40334,86,54,2,20100605,0,183
"24887",87,"92",87,3,"Love Like Crazy","LEE BRICE",40320,97,45,20,20100605,0,7
"24888",88,"80",40,19,"Highway 20 Ride","ZAC BROWN BAND",40208,98,40,20,20100605,0,12
"24889",89,"88",54,17,"Steady Mobbin'","YOUNG MONEY featuring GUCCI MANE",40222,95,54,17,20100605,0,1
"24890",90,"94",90,5,"I Keep On Loving You","REBA",40306,90,78,10,20100605,0,3
"24891",91,"79",67,12,"Hell On The Heart","ERIC CHURCH",40257,100,67,12,20100605,0,13
"24892",92,"86",7,20,"Blah Blah Blah","KE$HA featuring 3OH!3",40201,7,7,20,20100605,0,0
"24893",93,"56",56,2,"Pyramid","CHARICE featuring IYAZ",40327,56,56,2,20100605,0,1
"24894",94,"90",42,20,"A Little More Country Than That","EASTON CORBIN",40201,100,42,20,20100605,0,5
"24895",95,"101",95,1,"Free","ZAC BROWN BAND",40334,95,34,19,20100605,0,12
"24896",96,"101",96,1,"Hold You (Hold Yuh)","GYPTIAN",40334,96,96,1,20100605,0,1
"24897",97,"96",2,18,"Today Was A Fairytale","TAYLOR SWIFT",40215,2,2,18,20100605,0,49
"24898",98,"101",98,1,"Window Seat","ERYKAH BADU",40334,98,98,1,20100605,0,1
"24899",99,"84",69,13,"Backwoods","JUSTIN MOORE",40250,100,69,13,20100605,0,7
"24900",100,"101",100,1,"Poker Face","GLEE CAST",40334,100,20,4,20100605,0,183
"24901",1,"2",1,7,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100529,0,1
"24902",2,"101",2,1,"California Gurls","KATY PERRY featuring SNOOP DOGG",40327,2,1,27,20100529,0,1
"24903",3,"5",3,5,"Airplanes","B.O.B featuring HAYLEY WILLIAMS of PARAMORE",40299,12,2,30,20100529,0,1
"24904",4,"3",1,16,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100529,0,1
"24905",5,"4",1,12,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100529,0,1
"24906",6,"1",1,2,"Not Afraid","EMINEM",40320,1,1,25,20100529,0,25
"24907",7,"8",7,9,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100529,0,0
"24908",8,"11",8,7,"Alejandro","LADY GAGA",40285,72,6,23,20100529,0,15
"24909",9,"6",1,14,"Rude Boy","RIHANNA",40236,64,1,22,20100529,0,32
"24910",10,"7",3,33,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100529,0,13
"24911",11,"12",10,13,"Young Forever","JAY-Z & MR. HUDSON",40243,97,10,20,20100529,0,1
"24912",12,"10",2,40,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100529,0,14
"24913",13,"13",5,23,"In My Head","JASON DERULO",40173,63,5,34,20100529,0,12
"24914",14,"15",11,12,"My Chick Bad","LUDACRIS featuring NICKI MINAJ",40250,46,11,20,20100529,0,1
"24915",15,"17",14,10,"Over","DRAKE",40264,35,14,20,20100529,0,82
"24916",16,"19",12,24,"Breakeven","THE SCRIPT",40166,96,12,43,20100529,0,6
"24917",17,"14",3,25,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100529,0,1
"24918",18,"22",18,7,"Billionaire","TRAVIE McCOY featuring BRUNO MARS",40285,92,4,27,20100529,0,1
"24919",19,"23",19,11,"Bulletproof","LA ROUX",40257,92,8,27,20100529,0,1
"24920",20,"34",20,2,"Find Your Love","DRAKE",40320,34,5,21,20100529,0,82
"24921",21,"9",9,2,"My First Kiss","3OH!3 featuring KE$HA",40320,9,9,18,20100529,0,0
"24922",22,"18",15,8,"Eenie Meenie","SEAN KINGSTON & JUSTIN BIEBER",40278,30,15,18,20100529,0,1
"24923",23,"101",23,1,"Jessie's Girl","GLEE CAST",40327,23,23,3,20100529,0,183
"24924",24,"36",24,3,"Rock That Body","THE BLACK EYES PEAS",40313,62,9,18,20100529,0,1
"24925",25,"21",1,32,"TiK ToK","KE$HA",40110,79,1,38,20100529,0,0
"24926",26,"28",25,32,"Haven't Met You Yet","MICHAEL BUBLE",40110,90,24,43,20100529,0,6
"24927",27,"20",1,22,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100529,0,6
"24928",28,"24",10,22,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100529,0,3
"24929",29,"30",28,6,"Winner","JAMIE FOXX featuring JUSTIN TIMBERLAKE & T.I.",40292,28,28,11,20100529,0,1
"24930",30,"33",30,8,"The House That Built Me","MIRANDA LAMBERT",40278,98,28,20,20100529,0,13
"24931",31,"26",9,27,"Say Aah","TREY SONGZ",40145,81,9,29,20100529,0,21
"24932",32,"27",11,24,"Carry Out","TIMBALAND featuring JUSTIN TIMBERLAKE",40166,75,11,26,20100529,0,1
"24933",33,"25",21,15,"I Made It (Cash Money Heroes)","KEVIN RUDOLF featuring BIRDMAN , JAY SEAN & LIL WAYNE",40229,59,21,20,20100529,0,1
"24934",34,"31",2,29,"Bad Romance","LADY GAGA",40131,9,2,34,20100529,0,15
"24935",35,"46",35,6,"Un-Thinkable (I'm Ready)","ALICIA KEYS",40292,88,21,20,20100529,0,7
"24936",36,"29",18,32,"All The Right Moves","ONEREPUBLIC",40110,58,18,34,20100529,0,8
"24937",37,"32",24,16,"Hey Daddy (Daddy's Home)","USHER featuring PLIES",40222,80,24,19,20100529,0,1
"24938",38,"38",5,17,"Baby","JUSTIN BIEBER featuring LUDACRIS",40215,5,5,20,20100529,0,2
"24939",39,"44",37,8,"If We Ever Meet Again","TIMBALAND featuring KATY PERRY",40278,96,37,17,20100529,0,1
"24940",40,"43",39,13,"All I Do Is Win","DJ KHALED featuring T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS",40243,64,24,24,20100529,0,1
"24941",41,"45",1,49,"I Gotta Feeling","THE BLACK EYED PEAS",39991,2,1,56,20100529,0,6
"24942",42,"40",29,21,"Naturally","SELENA GOMEZ & THE SCENE",40187,39,29,21,20100529,0,6
"24943",43,"37",25,15,"American Honey","LADY ANTEBELLUM",40229,84,25,17,20100529,0,14
"24944",44,"35",35,2,"Lose My MInd","YOUNG JEEZY featuring PLIES",40320,35,35,15,20100529,0,1
"24945",45,"41",34,12,"Gimmie That Girl","JOE NICHOLS",40250,98,34,20,20100529,0,4
"24946",46,"53",46,6,"This Afternoon","NICKELBACK",40292,84,34,20,20100529,0,4
"24947",47,"42",2,25,"Bedrock","YOUNG MONEY featuring LLOYD",40159,36,2,25,20100529,0,1
"24948",48,"54",48,8,"Pray For You","JARON AND THE LONG ROAD TO LOVE",40278,87,34,20,20100529,0,1
"24949",49,"49",40,11,"Lil Freak","USHER featuring NICKI MINAJ",40257,43,40,16,20100529,0,2
"24950",50,"48",18,28,"Live Like We're Dying","KRIS ALLEN",40138,92,18,28,20100529,0,2
"24951",51,"57",51,4,"Impossible","SHONTELLE",40306,88,13,20,20100529,0,1
"24952",52,"51",48,11,"The Man I Want To Be","CHRIS YOUNG",40257,98,48,20,20100529,0,10
"24953",53,"39",32,14,"Solo","IYAZ",40236,43,32,17,20100529,0,7
"24954",54,"64",54,3,"Cooler Than Me","MIKE POSNER featuring BIG SEAN",40313,85,6,29,20100529,0,1
"24955",55,"58",49,10,"Beamer, Benz, Or Bentley","LLOYD BANKS featuring JUELZ SANTANA",40264,92,49,14,20100529,0,2
"24956",56,"101",56,1,"Pyramid","CHARICE featuring IYAZ",40327,56,56,2,20100529,0,1
"24957",57,"47",23,5,"Not Myself Tonight","CHRISTINA AGUILERA",40299,23,23,7,20100529,0,12
"24958",58,"59",54,8,"Rain Is A Good Thing","LUKE BRYAN",40278,91,37,20,20100529,0,16
"24959",59,"52",43,12,"Neighbors Know My Name","TREY SONGZ",40250,88,43,20,20100529,0,21
"24960",60,"101",60,1,"One","GLEE CAST",40327,60,60,1,20100529,0,183
"24961",61,"62",44,9,"I'm Back","T.I.",40271,44,44,15,20100529,0,51
"24962",62,"55",50,11,"Ain't Back Yet","KENNY CHESNEY",40257,73,50,13,20100529,0,13
"24963",63,"65",63,8,"I Never Told You","COLBIE CAILLAT",40278,99,48,20,20100529,0,6
"24964",64,"67",64,8,"There Goes My Baby","USHER",40278,100,25,24,20100529,0,25
"24965",65,"73",65,5,"Water","BRAD PAISLEY",40299,100,42,19,20100529,0,12
"24966",66,"63",56,8,"Roger That","YOUNG MONEY",40278,86,56,11,20100529,0,4
"24967",67,"75",67,3,"Lover, Lover","JERROD NIEMANN",40313,89,29,20,20100529,0,5
"24968",68,"71",68,11,"Keep On Lovin' You","STEEL MAGNOLIA",40257,99,68,15,20100529,0,1
"24969",69,"56",44,14,"Everything To Me","MONICA",40236,82,44,18,20100529,0,2
"24970",70,"69",69,7,"She Won't Be Lonely Long","CLAY WALKER",40285,99,53,18,20100529,0,1
"24971",71,"66",52,14,"Unstoppable","RASCAL FLATTS",40236,92,52,17,20100529,0,8
"24972",72,"16",16,2,"Total Eclipse Of The Heart","GLEE CAST featuring JONATHAN GROFF",40320,16,16,2,20100529,0,5
"24973",73,"95",73,2,"Undo It","CARRIE UNDERWOOD",40320,95,23,19,20100529,0,11
"24974",74,"60",23,19,"Say Something","TIMBALAND featuring DRAKE",40201,94,23,20,20100529,0,1
"24975",75,"78",18,20,"Drop The World","LIL WAYNE featuring EMINEM",40194,18,18,20,20100529,0,1
"24976",76,"101",76,1,"The Boys Is Mine","GLEE CAST",40327,76,76,1,20100529,0,183
"24977",77,"76",76,5,"Crazy Town","JASON ALDEAN",40299,92,51,17,20100529,0,18
"24978",78,"77",77,9,"I Gotta Get To You","GEORGE STRAIT",40271,100,70,13,20100529,0,6
"24979",79,"70",67,11,"Hell On The Heart","ERIC CHURCH",40257,100,67,12,20100529,0,13
"24980",80,"68",40,18,"Highway 20 Ride","ZAC BROWN BAND",40208,98,40,20,20100529,0,12
"24981",81,"101",81,1,"Lady Is A Tramp","GLEE CAST",40327,81,81,1,20100529,0,183
"24982",82,"101",82,1,"I'm Single","LIL WAYNE",40327,82,82,1,20100529,0,82
"24983",83,"88",83,3,"Gettin' Over You","DAVID GUETTA & CHRIS WILLIS featuring FERGIE & LMFAO",40313,95,31,20,20100529,0,1
"24984",84,"72",69,12,"Backwoods","JUSTIN MOORE",40250,100,69,13,20100529,0,7
"24985",85,"87",34,7,"Hello Good Morning","DIDDY - DIRTY MONEY featuring T.I.",40285,34,27,20,20100529,0,1
"24986",86,"80",7,19,"Blah Blah Blah","KE$HA featuring 3OH!3",40201,7,7,20,20100529,0,0
"24987",87,"82",82,8,"Wrong Baby Wrong","MARTINA McBRIDE",40278,95,74,15,20100529,0,3
"24988",88,"81",54,16,"Steady Mobbin'","YOUNG MONEY featuring GUCCI MANE",40222,95,54,17,20100529,0,1
"24989",89,"101",89,1,"I Like It","ENRIQUE IGLESIAS featuring PITBULL",40327,89,4,38,20100529,0,2
"24990",90,"83",42,19,"A Little More Country Than That","EASTON CORBIN",40201,100,42,20,20100529,0,5
"24991",91,"96",79,4,"Ride","CIARA featuring LUDACRIS",40306,93,42,20,20100529,0,1
"24992",92,"97",92,2,"Love Like Crazy","LEE BRICE",40320,97,45,20,20100529,0,7
"24993",93,"101",93,1,"Rose's Turn","GLEE CAST",40327,93,93,1,20100529,0,183
"24994",94,"90",90,4,"I Keep On Loving You","REBA",40306,90,78,10,20100529,0,3
"24995",95,"79",37,9,"I'm Awesome","SPOSE",40271,54,37,9,20100529,0,1
"24996",96,"85",2,17,"Today Was A Fairytale","TAYLOR SWIFT",40215,2,2,18,20100529,0,49
"24997",97,"84",65,3,"Gypsy","SHAKIRA",40313,65,65,3,20100529,0,8
"24998",98,"101",98,1,"Somebody To Love","JUSTIN BIEBER",40327,98,15,17,20100529,0,41
"24999",99,"101",99,1,"Fistful Of Tears","MAXWELL",40327,99,99,1,20100529,0,2
"25000",100,"98",96,6,"All I Ever Wanted","KELLY CLARKSON",40292,99,96,6,20100529,0,13
"25001",1,"101",1,1,"Not Afraid","EMINEM",40320,1,1,25,20100522,0,25
"25002",2,"1",1,6,"OMG","USHER featuring WILL.I.AM",40285,14,1,30,20100522,0,1
"25003",3,"2",1,15,"Nothin' On You","B.O.B featuring BRUNO MARS",40222,89,1,28,20100522,0,1
"25004",4,"4",1,11,"Break Your Heart","TAIO CRUZ featuring LUDACRIS",40250,53,1,29,20100522,0,1
"25005",5,"7",5,4,"Airplanes","B.O.B featuring HAYLEY WILLIAMS of PARAMORE",40299,12,2,30,20100522,0,1
"25006",6,"3",1,13,"Rude Boy","RIHANNA",40236,64,1,22,20100522,0,32
"25007",7,"6",3,32,"Hey, Soul Sister","TRAIN",40103,98,3,54,20100522,0,13
"25008",8,"8",8,8,"Your Love Is My Drug","KE$HA",40271,91,4,23,20100522,0,0
"25009",9,"101",9,1,"My First Kiss","3OH!3 featuring KE$HA",40320,9,9,18,20100522,0,0
"25010",10,"5",2,39,"Need You Now","LADY ANTEBELLUM",40054,85,2,60,20100522,0,14
"25011",11,"16",11,6,"Alejandro","LADY GAGA",40285,72,6,23,20100522,0,15
"25012",12,"10",10,12,"Young Forever","JAY-Z & MR. HUDSON",40243,97,10,20,20100522,0,1
"25013",13,"9",5,22,"In My Head","JASON DERULO",40173,63,5,34,20100522,0,12
"25014",14,"13",3,24,"Telephone","LADY GAGA featuring BEYONCE",40159,30,3,33,20100522,0,1
"25015",15,"11",11,11,"My Chick Bad","LUDACRIS featuring NICKI MINAJ",40250,46,11,20,20100522,0,1
"25016",16,"101",16,1,"Total Eclipse Of The Heart","GLEE CAST featuring JONATHAN GROFF",40320,16,16,2,20100522,0,5
"25017",17,"14",14,9,"Over","DRAKE",40264,35,14,20,20100522,0,82
"25018",18,"15",15,7,"Eenie Meenie","SEAN KINGSTON & JUSTIN BIEBER",40278,30,15,18,20100522,0,1
"25019",19,"12",12,23,"Breakeven","THE SCRIPT",40166,96,12,43,20100522,0,6
"25020",20,"17",1,21,"Imma Be","THE BLACK EYED PEAS",40180,93,1,25,20100522,0,6
"25021",21,"19",1,31,"TiK ToK","KE$HA",40110,79,1,38,20100522,0,0
"25022",22,"28",22,6,"Billionaire","TRAVIE McCOY featuring BRUNO MARS",40285,92,4,27,20100522,0,1
"25023",23,"29",23,10,"Bulletproof","LA ROUX",40257,92,8,27,20100522,0,1
"25024",24,"18",10,21,"Whataya Want From Me","ADAM LAMBERT",40180,72,10,30,20100522,0,3
"25025",25,"21",21,14,"I Made It (Cash Money Heroes)","KEVIN RUDOLF featuring BIRDMAN , JAY SEAN & LIL WAYNE",40229,59,21,20,20100522,0,1
"25026",26,"20",9,26,"Say Aah","TREY SONGZ",40145,81,9,29,20100522,0,21
"25027",27,"22",11,23,"Carry Out","TIMBALAND featuring JUSTIN TIMBERLAKE",40166,75,11,26,20100522,0,1
"25028",28,"30",25,31,"Haven't Met You Yet","MICHAEL BUBLE",40110,90,24,43,20100522,0,6
"25029",29,"23",18,31,"All The Right Moves","ONEREPUBLIC",40110,58,18,34,20100522,0,8
"25030",30,"32",28,5,"Winner","JAMIE FOXX featuring JUSTIN TIMBERLAKE & T.I.",40292,28,28,11,20100522,0,1
"25031",31,"25",2,28,"Bad Romance","LADY GAGA",40131,9,2,34,20100522,0,15
"25032",32,"24",24,15,"Hey Daddy (Daddy's Home)","USHER featuring PLIES",40222,80,24,19,20100522,0,1
"25033",33,"36",30,7,"The House That Built Me","MIRANDA LAMBERT",40278,98,28,20,20100522,0,13
"25034",34,"101",34,1,"Find Your Love","DRAKE",40320,34,5,21,20100522,0,82
"25035",35,"101",35,1,"Lose My MInd","YOUNG JEEZY featuring PLIES",40320,35,35,15,20100522,0,1
"25036",36,"62",36,2,"Rock That Body","THE BLACK EYES PEAS",40313,62,9,18,20100522,0,1
"25037",37,"27",25,14,"American Honey","LADY ANTEBELLUM",40229,84,25,17,20100522,0,14
"25038",38,"26",5,16,"Baby","JUSTIN BIEBER featuring LUDACRIS",40215,5,5,20,20100522,0,2
"25039",39,"33",32,13,"Solo","IYAZ",40236,43,32,17,20100522,0,7
"25040",40,"35",29,20,"Naturally","SELENA GOMEZ & THE SCENE",40187,39,29,21,20100522,0,6
"25041",41,"34",34,11,"Gimmie That Girl","JOE NICHOLS",40250,98,34,20,20100522,0,4
"25042",42,"31",2,24,"Bedrock","YOUNG MONEY featuring LLOYD",40159,36,2,25,20100522,0,1
"25043",43,"39",39,12,"All I Do Is Win","DJ KHALED featuring T-PAIN, LUDACRIS, SNOOP DOGG & RICK ROSS",40243,64,24,24,20100522,0,1
"25044",44,"37",37,7,"If We Ever Meet Again","TIMBALAND featuring KATY PERRY",40278,96,37,17,20100522,0,1
"25045",45,"38",1,48,"I Gotta Feeling","THE BLACK EYED PEAS",39991,2,1,56,20100522,0,6
"25046",46,"44",44,5,"Un-Thinkable (I'm Ready)","ALICIA KEYS",40292,88,21,20,20100522,0,7
"25047",47,"46",23,4,"Not Myself Tonight","CHRISTINA AGUILERA",40299,23,23,7,20100522,0,12
"25048",48,"41",18,27,"Live Like We're Dying","KRIS ALLEN",40138,92,18,28,20100522,0,2
"25049",49,"40",40,10,"Lil Freak","USHER featuring NICKI MINAJ",40257,43,40,16,20100522,0,2
"25050",50,"45",5,38,"Sexy Bitch","DAVID GUETTA featuring AKON",40061,92,5,38,20100522,0,1
"25051",51,"48",48,10,"The Man I Want To Be","CHRIS YOUNG",40257,98,48,20,20100522,0,10
"25052",52,"43",43,11,"Neighbors Know My Name","TREY SONGZ",40250,88,43,20,20100522,0,21
"25053",53,"55",53,5,"This Afternoon","NICKELBACK",40292,84,34,20,20100522,0,4
"25054",54,"51",51,7,"Pray For You","JARON AND THE LONG ROAD TO LOVE",40278,87,34,20,20100522,0,1
"25055",55,"52",50,10,"Ain't Back Yet","KENNY CHESNEY",40257,73,50,13,20100522,0,13
"25056",56,"50",44,13,"Everything To Me","MONICA",40236,82,44,18,20100522,0,2
"25057",57,"71",57,3,"Impossible","SHONTELLE",40306,88,13,20,20100522,0,1
"25058",58,"49",49,9,"Beamer, Benz, Or Bentley","LLOYD BANKS featuring JUELZ SANTANA",40264,92,49,14,20100522,0,2
